"meal_id";"user_id";"log_date";"meal_type";"calories_intake";"is_logged_correctly"
"0d058c5e-1ecb-4a9e-af38-5db3cee39f32";"bf3879e6-187a-4a00-9595-0d14b90a1b33";"2023-10-09";"breakfast";369;1
"c9ed15ef-71aa-45b4-b481-9be6ff99d9b2";"aa0a30be-66e7-4123-b9a6-8727889e267d";"2023-10-31";"dinner";700;1
"285a3a16-2196-407f-8c40-d92e2409d43d";"c1b965e6-2702-460b-9c20-0affbc06cdc8";"2023-03-21";"dinner";366;1
"6d635013-9079-4f16-b914-a30ecdfb4e0a";"b39f985d-c147-4a87-8940-61a29cf32add";"2023-06-27";"dinner";459;1
"09a59ee4-e040-48b0-a098-9249f8aa2e28";"51aaa20d-504c-4a31-81e5-540b00184b28";"2023-06-22";"dinner";378;1
"48bf2c41-8bf6-44c6-929d-1283cec18890";"fe6056fe-4069-41cc-97d2-376b8b1b3ffe";"2023-10-23";"snack";202;1
"3b5f6c92-b734-4efe-8530-cbbed806b2d2";"a52109c6-fd75-40e8-b674-243755cf78de";"2023-04-27";"dinner";461;1
"c1608228-4851-4ea0-bacb-a7c514cd8aef";"5d32bc48-5b82-4baa-a6a7-556c4f262bb5";"2023-03-03";"breakfast";286;1
"3b167404-cd0d-47af-94e1-dabdfac59673";"8c7a1e38-24ed-4856-91a6-95122b88fb91";"2023-08-06";"lunch";335;1
"78e48d64-fd71-43fd-a51b-d2ae16faff4f";"5d0d250f-ed96-42b7-b526-476980476465";"2023-09-02";"lunch";495;1
"ee1604c6-3f2e-471a-aab4-b202d384202a";"24605608-0980-4552-8acc-b6a96b43fd2c";"2023-05-01";"lunch";302;1
"1eef9fa2-0acb-4250-9c77-82da63ead4b1";"b1bc6343-7e95-4b83-8c0b-241419dd9f8a";"2023-12-26";"breakfast";236;1
"ce58d671-66f8-40d8-bf6c-1ddc8dc3ebd8";"d1b82215-125f-4838-821c-adc8921ce74c";"2023-01-12";"lunch";369;1
"a6025d62-8cb3-44f2-9316-28a53e858c4d";"e8ba4d59-82b3-42cb-bbad-9bd3132f9b6c";"2023-10-19";"dinner";267;1
"bc45fc78-8d7f-4158-bdeb-43f81ad0c94e";"73597a95-0170-4f7a-b714-df9741c38226";"2023-06-22";"lunch";210;1
"5f1ee378-7d56-46a5-8e96-cd45a7b0937b";"a470111b-9e6a-4ef6-a722-8f15b74db4c4";"2023-02-20";"lunch";258;1
"d2f87b54-490c-4faf-bb51-d86ac6a88b8f";"591bc707-b326-4fc4-b294-1a8fa0eaa69e";"2023-07-11";"lunch";294;1
"9470dc53-69bc-468c-8b11-a819863377eb";"81e3842b-1a2d-42d8-a507-05aa1ff2ca9a";"2023-10-09";"snack";555;1
"1b3ee533-2bcc-49cd-910c-503cfc0000de";"2930785f-e9d7-4bac-b897-f885bbd84605";"2023-08-28";"snack";498;1
"24a13fb5-b622-4d91-8239-b10bb6f9477c";"a9b4f229-a4c6-46d5-8b22-ef4a069a277c";"2023-04-02";"dinner";528;1
"202025f6-9997-43fa-91e1-b8ccf5d211ea";"6397c71b-abc7-4bc4-83c1-de992b0b7647";"2023-07-03";"dinner";466;1
"80936606-a4ff-4ea4-b0f3-0dd7dfdd8ba2";"af30aca0-62d3-4bad-a67f-46878c8b8b3a";"2023-12-14";"dinner";528;1
"70a884b8-e0d0-475c-a01f-aef339605a94";"084b9f56-4b97-45e2-8dd4-bc3814563c22";"2023-12-31";"dinner";288;1
"2f749906-0ca1-42b0-ba3c-e93339eb3067";"44565311-612b-4983-a6af-c4172aa55ad3";"2023-01-24";"lunch";376;1
"ff57ed6a-9177-499c-bddc-9cb6928f4e7e";"c0eb897b-6640-4bdf-aa16-c94160676acb";"2023-12-04";"breakfast";397;1
"a24cfcce-cd4e-4bb5-8c87-48cd4cdb9d69";"d3b6b200-0f7c-499d-bf45-4b646a91c41f";"2023-01-04";"lunch";247;1
"c3805491-e504-4721-b30a-18ba4cb2f59f";"c1b965e6-2702-460b-9c20-0affbc06cdc8";"2023-08-25";"breakfast";340;1
"da853f88-f9ac-44f0-8558-21e25e951690";"adf847c1-975f-4dbd-a930-cdf72a32e951";"2023-01-17";"lunch";282;1
"d1cdc2d0-1c79-4f9d-bea9-cc68c909ceff";"e262904c-c2c9-4729-ba2a-ea61e1c7aa68";"2023-12-30";"lunch";378;1
"7b842e98-9ab2-415c-af0c-d8b591838dab";"0be22c68-1acd-4bc2-903c-452b113528de";"2023-11-21";"snack";510;1
"c85492b7-1d24-493d-8d4a-228767f8e5fa";"ae4e0239-7bed-4dfe-a2ca-f9754e3036f1";"2023-02-10";"breakfast";465;1
"a920f1ee-9fe0-47ac-9ab5-907e1566e2ea";"62d61a6c-3187-40c2-9d58-8b9b50a07c7e";"2023-07-20";"snack";225;1
"5e3bbea5-1618-4f26-94cd-a61540540d22";"73a5729f-98e6-414d-815c-ce9190f8734c";"2023-08-31";"breakfast";615;1
"28d3a29a-90eb-405e-8066-cdf6e267316e";"4edd502c-1bae-4286-b42d-dc34b6c29b67";"2023-07-07";"breakfast";537;1
"34baa2ba-4e55-479c-9f69-b4219a287e5a";"4ea4dc18-fd38-43c1-9238-9bf5a21dfdfe";"2023-08-12";"snack";349;1
"2ef52f21-f0b7-4b5e-bee7-3f361335b13b";"84603c16-8653-47e7-8fa5-bc61addad463";"2023-04-24";"dinner";487;1
"a42e82c2-ac5c-4214-a345-38ba1d013e9c";"39c5c71e-fcc3-4f90-9563-62ff953d0d4d";"2023-12-01";"snack";651;1
"e5a74f58-2c26-41c9-bc09-7d6f7a06dfbb";"0dae0e02-8ec9-4757-b00d-e45fb0c51150";"2023-03-02";"dinner";205;1
"750d44c6-8c16-4c98-b380-4a8dbc55f82e";"356cf4ee-daba-41ac-87c0-da7a72ab1bcd";"2023-10-23";"snack";354;1
"8401922a-a865-4c04-a57c-dd8b7a326753";"fb5f3ca4-27ef-4c48-ae9a-407a1c4f827a";"2023-09-19";"breakfast";453;1
"3b6aa40d-8418-4977-a7bd-af7a28f2262e";"7ef308ab-121c-44d9-bed2-ac54d910c5b8";"2023-05-22";"breakfast";236;1
"9fc48fbf-8df3-4501-b143-1fb8bd84364d";"ab31152a-b44c-4cc6-9a03-3656ae69ba40";"2023-05-29";"lunch";261;1
"57187263-078c-441d-9b4c-0c369a86298f";"9e7665f9-6451-4e3e-beef-22b10d2efc3b";"2023-08-11";"lunch";552;1
"0f0197a0-14bb-4a35-940f-060ba4b8d6e2";"dc77c379-e23d-4824-b498-2abd06d40fa9";"2023-04-25";"snack";219;1
"c88307b1-0296-4193-a831-b0bb0f56ec28";"380ae7a7-c734-44a6-8eee-61871766105e";"2023-06-10";"breakfast";413;1
"a297384e-deb4-4cc3-8278-851842416878";"6eb6b1cd-a7b9-40d2-9966-65a27f4d6743";"2023-07-14";"lunch";522;1
"a646906c-bd75-4013-b3db-8e2fbb78de39";"9c289f27-f6b5-489d-ad00-0536fb6d6d53";"2023-12-15";"breakfast";535;1
"24f55ecb-0095-4eb8-befe-6042e56e3c4a";"a13259b3-0d1a-4da6-b8d2-528d1037fcd3";"2023-08-31";"dinner";468;1
"4917de0e-287a-4082-8b4b-80896f3f8757";"369062d5-3337-4573-a45d-16761b860fab";"2023-01-10";"dinner";624;1
"2dc33052-0f30-4713-8415-214f5e5297f1";"31fd1d76-618f-48fc-a98e-77709c908270";"2023-04-07";"lunch";318;1
"c50ee35f-c511-44bb-96b3-fb0b0a1297f7";"fcb2fe91-4574-4c58-ac97-49a7d51e7b2d";"2023-11-09";"snack";504;1
"f4341993-d80b-43dd-81d8-5fcc43076e9f";"181e8162-86ef-4a4d-bbb6-4cb8583bd271";"2023-12-10";"lunch";494;1
"2f01d7c6-89da-44d5-97f2-c5e65d59199f";"22006989-0a23-4d1e-b380-73ebbe6fbd6f";"2023-11-08";"lunch";296;1
"7cd371de-7e74-4b1a-bd6f-e34128eb21fd";"6d3628d7-3cb2-493e-9dd3-86b385a547c1";"2023-06-22";"breakfast";368;1
"55ed1288-9ed8-41b5-87ad-1ef0ad81cd41";"fe7fb5dc-0db0-4851-a57c-881eb6f0b838";"2023-05-11";"dinner";603;1
"1f20bf66-a4c6-49b6-9f44-0e93a6a30860";"66a4dca7-69a0-4236-9c43-b30a2afa1600";"2023-04-26";"breakfast";454;1
"add05345-a35a-4bf6-805a-1b6567a65c3e";"6f3f1aee-9574-4bae-8b8d-f127c09aa3bd";"2023-09-02";"breakfast";344;1
"a61129a6-3246-4bb4-83a3-caaaf0e5039c";"feb526cd-ecc1-4f4f-82b6-145a240165f1";"2023-10-17";"dinner";228;1
"638932bd-4674-4a51-b831-e8848f4e9a66";"695a611d-630a-40f6-9857-d36527d91554";"2023-04-12";"snack";659;1
"ec9d5c28-687f-4189-9c6e-df586effc4bf";"c2d04a3f-dd24-40b1-9e50-e637832040f3";"2023-01-07";"snack";317;1
"247ca75d-ba5c-41b7-b560-4b56829cd372";"f9a762a1-92ea-4f0f-844a-d7c34ce56a0d";"2023-07-17";"breakfast";396;1
"584e34f3-a208-4396-a496-aa503a9d31f2";"ad00fa69-8154-41b2-851d-7e99ff87ecae";"2023-07-18";"breakfast";589;1
"5744cca5-04e3-4ce6-864c-3900ee0be3c7";"bd5a986d-c06d-49ed-9a67-63a9fdf01ed5";"2023-10-08";"breakfast";408;1
"3c27b387-7f68-4d6a-a33e-77253a22ddc8";"b2758e1b-c00e-428e-8d92-d928eb5bb973";"2023-06-18";"breakfast";469;1
"f5dd8139-18ed-4e05-a727-744aa9b979e9";"917e6256-7f40-4343-be30-ae79380e32bd";"2023-07-02";"dinner";357;1
"78e60963-6661-4600-a1d3-a165e2bb9df7";"d4ac12e6-4547-4297-bcde-a03b69a771bd";"2023-06-17";"breakfast";419;1
"4bcce37f-68b6-46d9-9aac-ecf6e8931f54";"f829b894-bff5-4150-af25-b4859652cb71";"2023-08-07";"snack";392;1
"00129c66-d228-4a71-8362-7e176e9fe19c";"7da20827-66b2-47b5-9c40-47b8720aedca";"2023-12-17";"breakfast";341;1
"dab98163-f6ae-4c39-8572-41ae8647d496";"3f4df9ae-af8e-49d8-ab0e-d613b91dd108";"2023-09-16";"dinner";356;1
"7db80b39-8feb-4ca4-9bba-3f8c14787a57";"11b892f3-9a44-4f7c-8716-b15105e441c3";"2023-04-28";"breakfast";686;1
"924a3d45-57ab-4597-a0a7-fdbfbb19d0f5";"a27d7258-32a9-4d3b-8ecb-d8b943bfde08";"2023-12-13";"snack";685;1
"6f26a926-620f-4fd4-8bfe-2f542e13195f";"34de5478-33e4-4896-94de-6fc75981928e";"2023-12-09";"breakfast";653;1
"a3086f49-a67b-43bf-a02d-c548915f8dff";"32397f19-bffb-461c-a9fa-6e039671507b";"2023-12-21";"dinner";314;1
"a67fccf1-b1d4-4c4f-8c3d-de5693e04b2c";"5bddd18a-1d58-4395-aa3a-d42c8d412128";"2023-06-22";"lunch";365;1
"8cc301bc-6804-405d-b731-829b813ec881";"048407fd-1304-429f-9a5b-5f502b27608c";"2023-11-12";"breakfast";400;1
"7621bfae-769a-444b-ae50-2e38ad50680f";"4d45c68b-4608-4ae3-a470-90a961436094";"2023-11-09";"snack";325;1
"5277b205-147d-471d-a704-0518692481c1";"dd9a228d-e4ac-4a30-8c34-a4771c7f7884";"2023-11-23";"lunch";641;1
"ed3f6102-2d05-4519-bc6a-6835fb91fcdc";"4454ab47-6c9c-4e7d-9b0a-c68094968d9f";"2023-07-04";"dinner";497;1
"b6706a66-7bb1-4ab6-a7e0-46ab2beed575";"84e04cbe-6461-41ff-adb3-5ad83a6a48e3";"2023-02-25";"snack";324;1
"c26bba1a-5e79-4971-a13c-eeafdd076f6a";"872d4ef2-7745-4408-983d-717dabd7b1ac";"2023-11-21";"lunch";455;1
"c1fb1efe-5887-461a-81ea-21990ad1adef";"bdb39fe7-c867-475b-b491-2484108da335";"2023-01-02";"breakfast";687;1
"b1354b8d-ae69-4646-b58c-aefdead5894b";"603e439f-24d7-44d9-ae49-ba89fb9c671d";"2023-04-27";"snack";626;1
"8eecff9f-e81d-4854-8d34-4e7cb9f5936c";"1d2154b5-53d4-4daa-9a1b-946ead2bdc3a";"2023-11-25";"breakfast";658;1
"69978a8a-eff7-4565-a5ed-d12fc5220866";"09f63545-b429-4a55-8926-711fc5304a2d";"2023-06-02";"lunch";583;1
"65b9bb5a-c4d3-4e4a-b3fd-cebcb0867dee";"080f598f-68af-4777-a219-2c15186e0a83";"2023-01-31";"dinner";286;1
"c1defc28-730e-4169-a488-d986c665f502";"459fe2b7-0372-446f-a8af-f1bf38d9e4f6";"2023-07-29";"snack";475;1
"4beb4e25-5dd5-415e-ac4d-80446f8d7393";"43428052-db74-474a-8982-ce98d20a90dc";"2023-09-03";"lunch";691;1
"4a175506-6965-48a7-8094-5cc22bd7ae47";"cc0c591f-7677-4d37-b2e6-0a82de4b9276";"2023-03-17";"snack";279;1
"21a387c2-d8fa-4d31-9085-78f63c482d0f";"63ddf0a9-3409-4cf9-a2f7-eee89680a11b";"2023-12-23";"breakfast";596;1
"0344f53e-35dc-4cef-a4fe-32a7dad84840";"dde78d3b-d404-4107-96ca-901640f95be4";"2023-01-02";"dinner";491;1
"585f2c14-e100-47a8-a478-6fce43dba864";"a1b588ba-8ca1-4119-a1b7-44ad216bb912";"2023-11-16";"breakfast";415;1
"a89535aa-bd96-4132-890a-27c74d4d56fe";"60d936c6-4d9e-46bb-aa19-4585e12e805f";"2023-06-21";"snack";660;1
"7f3b3c17-6372-4470-980d-597afb7392f5";"bb90076d-3383-465b-ac5d-ebf4fb80ef76";"2023-11-27";"lunch";613;1
"acc4e80b-cd06-474f-94e9-66062753117a";"82e8f84f-c43e-4336-bd58-5f3bf69d03b4";"2023-06-30";"lunch";603;1
"1c0f47cc-5e1b-4153-bf13-783babbc469c";"b8b68bff-bca1-4521-81c7-8a56656686b4";"2023-07-28";"breakfast";320;1
"4efd5d1d-48a5-4670-8a80-40f6746edb84";"326416bd-44c1-4e43-91ac-bd02cece7fdb";"2023-09-07";"snack";589;1
"20eaa4d6-5491-4918-ab65-5b2bcb301f2d";"87a309ee-4884-4748-ba22-41680e28520f";"2023-07-06";"breakfast";365;1
"a10c0918-0d74-4182-b9ce-7e4c4feb8099";"1be4205b-326d-4f32-b62c-636c25451ab7";"2023-10-24";"snack";371;1
"6bf0edab-248b-435c-b456-572dbc0ffa93";"eeffee09-63b2-4d1c-83ac-90c61874502e";"2023-08-20";"dinner";477;1
"6f83c863-34ae-4678-be03-1f12859972a3";"991eac24-13fd-4965-b049-cc6df4b21e8f";"2023-02-16";"dinner";558;1
"ecc7ffef-aa6a-47f0-aefb-d1ac56768f21";"b7fc73db-4ca4-43e2-a7ba-2184553649aa";"2023-12-25";"dinner";523;1
"69bca74b-dd14-424c-bac3-01381eb3a1be";"52976eb8-1a10-401b-8e2e-03f2a74e4019";"2023-06-05";"dinner";448;1
"c027e3e4-577b-4e81-b290-e1cbf34e46ae";"dbd583c4-16c4-4a5f-844a-cc013f65c2a4";"2023-02-20";"lunch";394;1
"ea3f7d31-b8b4-434d-b2cd-53d3be341c35";"22c9fa5e-0573-4f18-9f94-cb8794ba820f";"2023-01-01";"snack";402;1
"15c6d553-b128-4652-be1b-af72b016527e";"bb0803e0-1441-4bf1-b529-aa2647a0cd7f";"2023-08-15";"dinner";533;1
"859395e7-2dfc-4487-9af3-9893252a1046";"f8e19816-3241-4008-81d2-dc4afca8063d";"2023-05-29";"snack";243;1
