event_id,user_id,event_type,event_date
ffe5883e-eb8d-4f01-b83a-f2e24ab7abc9,e2300bf5-1daa-43b0-96ac-8c96c688e48f,challenge_joined,2023-05-09
cfc31ad9-3727-4d29-a687-698c40e8b0db,aab85d39-0e8f-4d64-af1a-f48f21f19af0,milestone_hit,2023-02-28
aa735a6f-08b1-4665-bd3a-6969db321012,720fb2fd-fcc6-4041-9ea0-458f34a6e2c2,notification_clicked,2023-08-31
b79cc44c-5b63-4c97-8320-ce593054f48a,956de2a8-eebb-412b-9d5b-49d78a9d3586,streak_lost,2023-08-23
664a995f-6e48-416a-b048-f82934171e78,33b67f0f-e0e2-41ca-894b-06fb53e2f7c2,reward_earned,2023-01-28
9594760e-3b21-4bbd-bff0-bc3afa960b37,d5edbea6-5114-47b9-abe9-09a58b7a92d8,notification_clicked,2023-01-03
698584ea-4371-4d2c-930a-887df4b58166,8a75cf2a-5060-40e1-b498-051f42d8b5a2,streak_lost,2023-09-06
1315c0d8-ea51-4ee6-b6af-151a15a4e189,c2457f88-17f4-4b7c-bdf9-47d12366f2a5,notification_clicked,2023-07-22
f161e8cd-9b2a-4e11-ac32-bdda793b7c91,ffc341a6-2a2f-4d91-a670-5b455a640269,challenge_joined,2023-08-26
20117e34-44ea-4375-a504-72121f3e11cd,849a07e9-ad2b-42da-bf0d-fe2a5b658fe7,notification_clicked,2023-09-16
12f6c417-1c61-4770-ab3b-3e3010f7b97e,3686cd47-9259-4361-a319-d88e0e1a9b6b,challenge_joined,2023-04-21
47f206f0-c547-4e0a-be11-a45e7a2d3946,d0099750-bb59-4dd3-b7cf-2c742867a744,streak_lost,2023-01-22
be4f8e4a-3a8d-42e2-9af0-f837097445e1,03389ddd-6b26-44f1-915c-157f3b76f96b,challenge_joined,2023-04-06
a6daef10-9992-45fd-bd8c-a8ab9ae445ac,828e2522-d834-4243-8b74-44bb0cabe8de,challenge_joined,2023-04-27
74ce31ce-d75a-4eeb-a215-c526a8819fff,750a9d0d-623e-4fe6-91d3-66d49d29e565,notification_clicked,2023-03-08
9d3bfda0-fe8d-46b1-b374-f71e74d9f841,9e9c32d4-7c04-461f-9572-02eaa0606ed9,notification_clicked,2023-08-22
9b469d28-ef62-479e-81d8-6e5cf35f6313,1e92680b-5caf-46ef-a3b8-acd470bdfa1c,notification_clicked,2023-05-31
e7a7ddac-de28-4911-95ac-be9690551f4b,ebc75bda-e3e5-4fd2-ad9b-cbeac522c7cb,milestone_hit,2023-08-11
8507a0db-440a-4cf1-a56e-e0553f658efb,af18a4b8-af9a-48e7-9fa2-1d03c637c7a7,streak_lost,2023-06-19
cf6455da-6097-47d9-85c4-e09a9caf8f5a,deac5131-24da-4140-90f9-d325aecb789c,notification_clicked,2023-03-20
33ad42ea-6d95-4e59-ab69-dc4abd947eee,b7a43172-f060-45f4-8885-3ab9dec8df47,challenge_joined,2023-06-05
91dabeea-6c5b-458b-b476-493c4b219efb,c1993d97-e8a2-49ca-9e0d-9ec83f71975c,reward_earned,2023-12-04
c6a4dda3-7863-402d-9a77-abee135c5550,acb4a634-108a-4976-b840-71c900d66ec3,streak_lost,2023-03-11
fb310dc5-0f0b-4597-995b-d74bd44ad850,820cb15f-c669-49af-aeac-806d5dcb42a6,challenge_joined,2023-07-24
c3cc0633-fee0-4d1a-b46e-8fedbf61a398,a999cc27-85ad-4810-8acd-72361c81a7a6,reward_earned,2023-04-07
94c572b6-07e8-43a2-b045-a5a4a031b8bb,b1e63b80-da73-499c-8f4d-4d62243a578c,milestone_hit,2023-09-07
dbdefdfe-4e8b-4086-b0fe-7751f7dfc8e0,714291f2-5ad8-4452-b76f-b9739db377bf,reward_earned,2023-04-18
f3110986-157c-446c-a20e-c3cb33301112,b91290c1-09f0-4e9c-aaf1-8920e9fca2a4,reward_earned,2023-10-04
11e5e38e-a3ab-4299-b71f-3e982b406f10,6db03c29-5c12-40c6-a7b7-463979087a34,notification_clicked,2023-09-03
2ad46bd6-114f-4a76-8043-2731ef62e0d4,9ac4bcc3-7ffa-41a0-9a71-524ca46f7b86,challenge_joined,2023-05-09
df1316a5-f16d-4f3d-b5b9-f49f57dc44b9,6801f1df-aad9-49df-b23e-d07f43dd4c86,notification_clicked,2023-12-12
648069ed-7ae4-4638-8bfa-fc072d944d60,22b77c30-4392-449b-b06c-59272140dfa1,milestone_hit,2023-01-06
701dd7c1-760e-4c5c-a28b-22cbfbf4dab9,c5a0e086-3d30-4867-a3a7-9f4b84818738,notification_clicked,2023-02-14
139164e7-cb28-42ba-87bc-844632216c6d,553c00d4-d9c2-4905-ad0f-99f6254f5937,streak_lost,2023-06-18
c585b7ed-edbf-47d5-98cd-d3320cc3d53e,f60def02-cebb-42da-93b3-cc01ad61a1f0,notification_clicked,2023-01-03
d30b4cae-fa27-4c1b-bff4-81ea6afc0b13,822a2e92-fd5b-4429-b5dd-5daaaa04e36f,milestone_hit,2023-12-03
2518977a-617a-40fd-8479-9b44d08635eb,f60a688b-999f-4fcd-aaca-2dd17cb7159f,notification_clicked,2023-08-09
db510c2d-cde1-43fc-ac3e-c892f19a0239,45cd5e1b-fef3-469a-87ee-7dd368180692,reward_earned,2023-03-16
c82929ad-00e1-4473-a1f8-ca976213f4fd,48c8e571-06ae-4894-9b38-5167797e8f31,challenge_joined,2023-12-20
386dd8a8-fb24-46a2-8430-cb18623d8a36,799d5b62-b77d-4541-8a74-08ac9c5241e1,milestone_hit,2023-03-29
a5f4aca0-d4a2-4fe6-b11e-4ee98acf535a,c0f314eb-3b68-4c7f-bd6a-0b1c3e65ca6b,reward_earned,2023-05-21
dd74f797-78a2-4290-86d3-1e26a9e7c3ee,97b43682-b954-4eed-9431-a4b740f7c7b2,milestone_hit,2023-04-29
2d82e416-f874-484a-a5d8-200332c949ca,b81a03ed-09e2-4cff-b0ea-dfcb0522f24e,notification_clicked,2023-09-13
a4c46953-fd14-4aa8-a0d6-26155d104dfd,15861504-6793-44b5-9f9c-72250be7801e,notification_clicked,2023-02-05
f3126087-2181-4e68-a710-1dc76bd01d73,6223656c-7860-46a8-a1c2-6a4b716ee044,milestone_hit,2023-08-28
c049c996-7ae3-4503-ae6d-eeac277aa22d,926130ca-fef6-401a-bbd0-7db4054a86f6,challenge_joined,2023-01-07
4e09ac0d-1b1d-424f-bdb8-f28e7deb1aaa,3a344cf7-d06b-4839-8c47-a99d790f5f25,streak_lost,2023-12-15
fae31b07-d877-43cc-ae66-8aa81c747884,e5537033-4b98-4198-b5df-84bc6083824b,reward_earned,2023-02-14
3c4b1eb1-7155-4025-8eb1-95063dfe235b,19177c68-0308-4fe2-9722-70db85cea543,notification_clicked,2023-08-21
2e24addf-a024-4f06-b0e1-807b95c7fd6a,7e08f260-9498-482f-98fb-82e0d92aac6f,reward_earned,2023-05-15
1d61eab3-be13-4163-9943-c43433dbcc6c,6733a66e-4171-4e79-959d-9817725e0384,challenge_joined,2023-07-18
55926ee3-587c-45de-8e59-aff6302978be,d1bc679a-d0a8-4888-aa0c-5cf8e06824a2,notification_clicked,2023-10-25
54360304-f56f-4f08-baa8-21265bbb170f,6c1c9875-cbe8-4b23-993e-39348f99ab1e,streak_lost,2023-10-10
80601208-2600-43b5-a573-933184082124,96269f9e-954a-4714-9c7c-3ee71dd8f821,challenge_joined,2023-01-11
3e72bd2e-8bc7-4707-b7d7-135e7f05cf5b,e86efc4d-6c21-4d17-84d4-3af1c7619193,challenge_joined,2023-07-27
1e049fb7-1121-4104-8d2c-565cb341e805,ba959a3e-b314-4b02-a73f-34fc4f025e62,reward_earned,2023-07-08
5cca4762-1c56-4835-8dcd-ee33886cc9d3,ed3bc91e-387e-410a-957f-ea478b584e46,challenge_joined,2023-04-16
6ddbf6ae-7945-4f34-976b-4d95c6d68047,23136c72-7723-4571-b8b2-d045bcca7237,milestone_hit,2023-05-06
e283fd0d-3cb3-46d1-9d81-ff2a16cbb5de,b48c3701-67d6-4458-aec4-c46612aa1d99,streak_lost,2023-01-21
0128af2b-7253-46d6-b2bd-e33ad4e32963,cc1be8b3-399e-4524-b37e-67d3af315a73,milestone_hit,2023-11-17
2d2404c8-7143-4bde-9c5c-f0fd78a174d4,76b01ebf-8543-405b-82c9-6080826bd8d8,reward_earned,2023-03-29
891a5b2b-119a-4b39-8f11-8568761e819f,dd205996-af91-4d89-8e1d-3a19feaedd89,notification_clicked,2023-01-25
3ba993b7-1a2e-4481-966c-9176e923ce09,a9667a2a-00ae-4faf-a575-584c90cebb12,milestone_hit,2023-11-23
615b2faf-2696-4333-862e-8f0441a7ee04,3f56d648-0a27-4249-88ef-04dcec01ca08,streak_lost,2023-02-20
d1caebe5-b54c-4a7b-8167-51d72465dd18,17516e12-c939-41ff-a0df-68bea691d751,notification_clicked,2023-02-18
48dd02b4-553b-4143-a1b7-eb4ab7f002b6,7a3f01c6-c6bc-4252-aa7e-a0d13e565c85,milestone_hit,2023-09-13
9f9b0a14-d5d1-4876-b8cb-edc0ca4e6946,8cc2e20f-19b5-4717-9287-ee20ab479fa2,reward_earned,2023-07-09
52b56a6e-ca8b-4dda-8b6a-8f257254926a,74200489-387b-4f48-8739-1835d8144bc9,milestone_hit,2023-01-31
b62979e6-85a9-4c34-a466-cd76e19d4869,a48750bd-1816-47bb-b67f-a156799a13d7,challenge_joined,2023-06-20
03375978-fbed-4b30-80f0-afcdc8ae9889,f62f2ab1-aea1-4c26-9cdc-e9b57555f087,challenge_joined,2023-08-14
4b82412e-ee4c-49a7-821c-3f7b1c9db715,1d16b394-2d5e-4764-bb3a-50ee444d6a47,streak_lost,2023-11-17
d6365705-7725-41d0-90cf-43d9692612aa,b4ca6447-0b2e-4186-8322-59908aa2c64a,challenge_joined,2023-08-31
61f05817-0def-4cdd-9493-bf5602403cad,8cc7c5cf-d8e5-4dd6-9fa2-3a7fda70b663,reward_earned,2023-09-09
20beceb4-2c44-43d8-87d2-ffbc0cd47165,a5daab60-41c3-4709-9b2b-c96b77318ad9,challenge_joined,2023-04-19
082abc9b-bef0-4b68-b29f-e12c1c7e42a7,7215a400-e7a6-4de9-a5c3-d5c74c5ce8d9,streak_lost,2023-10-27
8fe38417-10cc-49be-a184-7f13b584cd77,d77c42c2-8eeb-42c1-acb9-0ca38ba2ae22,streak_lost,2023-05-02
1dc2fb32-beed-44dc-9219-8fb840ff7042,3b0798b2-d04f-4ba5-ab83-7e53b8438a01,challenge_joined,2023-04-21
a34a48d1-9cf9-4487-914e-9f5a8ebe2ea7,2b7f17c0-5710-4311-a50a-5c34ad9f045e,streak_lost,2023-05-24
6c64fcf4-6db1-449e-8e97-a98308fa0f03,ec07de41-409e-4baa-afff-fc854736019c,challenge_joined,2023-01-15
7521a0d3-5676-4044-b211-634c2cf4c2a9,03b7aa83-d48b-4192-b496-303ede73f6a7,milestone_hit,2023-08-29
113d70fc-bcca-4d45-96d8-90a953d62cfd,886676f5-a560-47ad-9c7f-7db4de3e1458,milestone_hit,2023-01-24
ed31483e-4cc6-4f85-bd24-866216d0059c,13a77c87-2a99-4c8c-aece-83ff4d9a202b,reward_earned,2023-12-03
c5082b26-891a-417c-96cc-20931958f5a2,ccdc7fed-c006-4601-a7a3-a9036d35974f,challenge_joined,2023-10-25
9fcaa824-9458-4fd9-8add-16d6f22da45d,f60a688b-999f-4fcd-aaca-2dd17cb7159f,milestone_hit,2023-02-02
1a3f4612-7ad4-4e66-bdb4-7c62cc9d309e,43c80079-70fc-47f8-9b39-3078ed6dcd42,reward_earned,2023-09-01
9e7d5ab7-8d33-433a-b31d-d66fad10c379,096bd018-5343-4463-b54a-1395760b9ba0,challenge_joined,2023-05-16
26777101-f505-42a5-a14d-e5c7193d9a9e,d0621623-3ce5-4660-8a68-ba2831fb20da,reward_earned,2023-09-09
2766d013-bd96-4350-b210-540a4afc9323,f1dfeb7b-35f7-427a-bd17-2f9a94b2441d,milestone_hit,2023-11-28
8ef53159-467f-4bac-a6ee-6757f39ff0ef,0bf677f4-9f07-48e5-8c5e-879db8058b38,streak_lost,2023-10-25
47eca921-d509-4ec4-81cf-e190b56ac924,303c8bd0-f461-4193-9f90-5397ac87db10,reward_earned,2023-06-10
3d34dc27-97f4-4fc3-a09b-6ab15866ae05,b0442242-0b4a-49bb-a2b3-18f9d7fb9819,challenge_joined,2023-06-19
00f5eab7-bb27-46fc-a8f4-75be897134f9,aceff2b4-b2cc-4be9-9d0d-caca89055017,reward_earned,2023-03-27
39dd5b35-828b-4f48-bae5-499a9ca54816,0f2a28bd-81a3-4ab8-99e6-0548e6ce25fb,challenge_joined,2023-02-13
bfa93585-754e-400a-beb8-c05f8d169f4f,f60a688b-999f-4fcd-aaca-2dd17cb7159f,streak_lost,2023-12-24
511d0713-934c-4817-9688-81fe7e9bb2fa,3903b104-3697-461a-a7e7-b84fab0782d2,notification_clicked,2023-04-21
9c7f3851-baa4-41ea-8a4a-38f81a0129e5,51d17d6d-73b2-47c1-af7a-1348a3fbc982,challenge_joined,2023-04-20
9bf88916-0bc3-4194-a726-ac85159604df,7c82813a-8312-4a14-b3a5-6124e7a46e1b,streak_lost,2023-07-28
be802f42-a930-48a4-944f-3aaa59984be9,40301542-d269-4f5e-ba5f-30f9edb9da1f,challenge_joined,2023-08-26
029bf211-cc6b-4728-bb74-3019b0841925,6e32349f-d4ec-4a06-a8a7-6dd596c9bb2d,challenge_joined,2023-10-25
47d6942f-fc2d-4e0a-b342-ba33badbc4b7,67a666cf-7d04-4eaa-95e0-c9d9560734a0,reward_earned,2023-12-16
2c49588f-9901-4b46-86a5-2a7c5485a882,8cc7c5cf-d8e5-4dd6-9fa2-3a7fda70b663,challenge_joined,2023-04-09
d434d450-10f8-4c63-8098-0fde4f0f4b3d,69ac5aaf-25ee-4b5d-b51a-ce1bb0457cb9,milestone_hit,2023-01-27
05b5dc87-e835-4259-80ee-b4da57337186,7742dbf4-0d77-42fe-a475-da4c45fdaae3,streak_lost,2023-06-09
b11ce428-bf7a-4f42-8281-d7563e83388e,61e0666b-9d8e-4a83-906b-abdf343f94bd,reward_earned,2023-03-31
0d5e9214-1a4d-4def-b202-06a051ba8bee,371d49bc-f1b2-4c46-89f0-f40f2908eb4c,streak_lost,2023-07-21
a231b88e-f3d9-4c66-b82e-e3d355c5396a,ba11edc8-ddf3-4ffa-89b1-3c40da964ff8,notification_clicked,2023-09-14
37d43bc3-db38-45c7-8d32-a75313fdafe1,20c6c6aa-0125-4e0b-9d06-4292666743fd,notification_clicked,2023-01-10
62942ec2-dc08-4c25-8392-6f41c7db3e1b,84e0e541-5039-435b-81a4-2a88d2df7962,streak_lost,2023-05-01
c26239d1-2f50-47e3-b87e-299a71e098fc,e17564bf-bde3-4f45-b0ed-a7d41de79063,milestone_hit,2023-08-12
c1e74c82-1a2d-468e-9957-111db67606bc,5d08ea61-16f0-4955-99eb-398e170a752a,reward_earned,2023-02-27
407ac252-d050-4011-aac0-3932fa4cc61f,f2da88fe-b8e9-4c8c-98c3-04a2d69910f8,notification_clicked,2023-03-17
0e5f774a-4580-4ef7-acf4-3ca3b4bf7e57,d012ca1a-f45d-444a-9e39-45e501b630cd,notification_clicked,2023-12-22
68bcb7c3-e8fe-4cf4-8e0c-fa9641837c09,8ae3a002-3233-4466-a5b2-da05570b3698,streak_lost,2023-03-18
1a50fb0f-f0b8-48a4-a4bc-8e6c04f3f7be,5aa6d118-37b1-4605-9291-72849e27d989,milestone_hit,2023-12-14
79359a41-bd3c-40c7-af99-c13f124c20cf,e761b792-42e9-4488-ac04-e7b133f8a3a6,milestone_hit,2023-08-05
2e7d3e78-8125-4131-9789-199283487b7b,fc26ea4f-1632-4a8e-b8ac-e885ec3bfd6f,streak_lost,2023-07-11
1c41a113-b5c7-4a58-97e8-95880f55ddfb,b117d267-1f94-4c12-a827-b49e1dcb02eb,milestone_hit,2023-06-15
9a28fbe9-72f1-469f-a0f1-c0a782fb463f,7c85ec96-58ae-4df2-b674-11f08ccb4556,streak_lost,2023-01-08
48ecb7b2-633c-40d1-a9eb-8a49f2e43c97,1eb2ee20-62b1-42f1-95ab-aa7171c71d97,notification_clicked,2023-04-01
a06f32fb-2cc2-4c37-9718-e8c694a35349,3fa01981-923b-4757-9642-be4968a3cd77,reward_earned,2023-01-01
19dae306-8349-4a72-93df-197ee6eec08c,3989ab5f-f637-4a6f-a219-81f218a9792f,milestone_hit,2023-02-23
8e767646-364c-489c-9e14-431481d2ec5d,850a1f97-28e1-4e35-b1fe-64a20dce3ef2,challenge_joined,2023-05-10
06c594e4-b446-48d2-a7c3-6e6ca16b13fb,f0a3dfa0-2ac8-4818-9f1d-5cd6978c4ce0,milestone_hit,2023-06-08
0d3e7dcc-93fb-423c-be47-4fed18b2ba5b,aef439ba-e4ef-4060-83f3-ada2f155372d,streak_lost,2023-08-17
7568e8e7-c0ae-4509-95ec-cd6f1d513ffe,603d8677-8a8a-4353-be8c-ee4491129fb8,milestone_hit,2023-12-07
c8ecdea6-d551-4ddd-ae29-273db98b25a0,66c7a9a5-bd50-4e2e-8692-2a566a6ea433,streak_lost,2023-12-21
f57f5958-ef69-4d21-b5e5-b144c62c3b1d,34db188b-dbc6-41e0-8f5a-4cbb1e5b39ad,challenge_joined,2023-10-10
2e14e27f-5bc7-41ed-b9a2-b91652d92d8c,4f65c5fd-6e5b-46de-a9dc-27f7ecdaf814,milestone_hit,2023-11-14
f2739f4a-21b4-4b32-b959-430bccf4c011,e69704a4-cd69-43e1-97f3-06c2ba4e99a4,notification_clicked,2023-01-14
3c869080-ec9c-4b09-a467-e6dcf1440701,7739e752-d658-427f-901c-792b63ebc601,milestone_hit,2023-05-04
2e5d7722-354d-49f6-af7f-656deab302a8,04ed7d0d-d60b-4282-a2fe-b2b02016f15a,milestone_hit,2023-10-19
2518494a-dfe0-4d84-b583-43528ea6e991,bfd209a1-7a8e-4929-92f3-36b4d200fe44,challenge_joined,2023-01-04
e009c1ff-e48f-4edd-8235-68566872edb5,3dfe8f2c-3d7a-40cf-9995-1f97c836945d,reward_earned,2023-05-19
8c8b5932-5dfb-4f87-b726-37e1846a05c9,0e571cdb-4ba2-48e8-8d7e-db9bda6e4a8a,reward_earned,2023-02-06
de01ba6e-f300-4f11-b8e2-7d5862a31c74,a5821af5-2c4a-479f-8c7f-fa1e2d8bf222,reward_earned,2023-08-09
5cc0d042-5c55-488e-b9b1-d1a90d387fff,56aeef4b-eb88-47d4-a449-8d81368cab94,milestone_hit,2023-01-08
6006339e-ee36-42fc-86ab-42e9bbd4918d,51dac6ff-86e5-408c-9e69-220cda9ab45e,reward_earned,2023-10-20
fc258875-c68e-4f30-a15c-66d69070e874,7c8f6988-901a-43a2-9483-69e21b926391,notification_clicked,2023-01-08
9553ec34-5347-436b-8c55-fe627b264a77,1ce2d94f-0ecd-41f5-846a-6359f361ab50,reward_earned,2023-09-16
4616d4ef-b45f-44b5-be35-d52bd7691812,bc5a3448-0c24-4b0e-8227-6c50a6419e90,streak_lost,2023-11-27
55905778-65eb-4cf6-a896-7c5e137e22bb,21dbafee-d65f-46bc-8236-9991e792bc8a,reward_earned,2023-10-02
7df2830e-919a-4582-bd9e-e5da7da06955,64e2cfad-01f1-4f06-bf3a-086994ba43e7,notification_clicked,2023-09-26
427776c1-137c-408d-86f0-29ca1279939c,e2d9083b-206d-447c-a6f9-d9a08a9ca78e,challenge_joined,2023-10-29
bb628c6d-33aa-4945-ba00-9fa4d7cc670b,4e85d6ef-c506-431f-91dd-5650c00761dc,reward_earned,2023-06-25
e67ead92-1de6-4723-800c-322adfce5fa0,c7bc81b9-84fd-49cf-be9e-5ac85f4dae25,milestone_hit,2023-03-26
45c23906-4435-4345-abbd-d838872d9407,238ededd-f0f7-44af-9cb6-3da514d8d754,milestone_hit,2023-03-27
47ded1b1-e40d-47f9-8bfc-87f78d1f2106,c10f6907-5712-494b-9f28-926de13d7a33,reward_earned,2023-03-10
38477681-8abb-4dd9-bbc4-c3a2cde9d93e,7d1953f8-572b-4c91-ba87-8069ee0985cc,notification_clicked,2023-01-13
f48ca9a2-0ad9-4c9c-8c1b-8d321cc0cb9a,c23f8b18-ea44-4598-87f8-27fdee6193e2,streak_lost,2023-01-13
caa43acc-cee0-4166-aab2-13e59f60840f,c0982c9b-8e3e-4867-ab5a-c7764f94b59a,streak_lost,2023-02-26
62297cd4-75bb-4adb-8c78-1018c1e4b67b,77327e6d-b1ab-42da-8af7-6bc9fe6f40df,notification_clicked,2023-05-03
b10a14f3-59d4-4bdb-98b5-4827be75a1df,9cc40a47-596f-4bd3-9a49-84e48c04199c,challenge_joined,2023-07-15
71d098dc-71d3-427d-a5a5-ecf496bebd21,43448d8e-1170-46d6-8cd0-4b9d84d7e508,notification_clicked,2023-10-27
a638367d-fd8d-45d7-9f9d-76aeb98ac900,bd960bab-9316-4288-a4e8-2ac9d975e03a,reward_earned,2023-02-09
a878d0c4-7c79-4c35-a2d1-88830ff37ef0,f2a24fd1-c166-4a15-881a-bc2b32c12d5c,reward_earned,2023-03-06
ef671b5a-a03b-4b5e-b39b-c823620e23db,a8d00e1e-85a1-425b-a89c-61eba447add8,challenge_joined,2023-08-16
7ad1a8c4-8d79-410a-92b1-7812fa7de11f,5965d0b3-5306-41c4-ad49-1c311bfb3aa0,reward_earned,2023-06-21
6717d4b7-9fb8-492c-950e-840fbaaf6823,2bc6111f-2590-413d-af66-c27f2f9cf9b1,reward_earned,2023-06-01
01e9c50b-555f-45ca-aa61-51e5f0c7f9f2,57cfe2c4-8f39-4736-8a3e-f00707dc12cc,streak_lost,2023-10-03
10981d27-3572-4e2b-a51f-69d1ff0ebed9,b715ee18-56cd-4eee-9912-d3f2518b60f1,streak_lost,2023-08-31
9723fbd2-ae54-4557-91b9-df44dfa55a21,652308f6-09f0-4413-a54e-0b0a0c54ff6a,milestone_hit,2023-03-31
3cd07b69-d4c3-4691-8769-218e06d4defd,3f641f84-9bcf-4be6-a06e-f7452f985d2e,challenge_joined,2023-03-20
ba4daf90-d890-4c6e-b11b-381b71d45790,5449526e-5ab4-4f2e-95b5-36ab4911e135,reward_earned,2023-10-07
cfc5a0f5-f26b-4fe7-ba85-b78a263b02f9,ef0aec94-5e1b-486c-acf3-cc01931f0649,reward_earned,2023-12-24
355942d2-7fc7-4ccb-9cb8-3167177aed53,2734624c-61c5-4fde-abf1-8643a60b2e59,notification_clicked,2023-08-26
54a674d1-7c46-446b-815e-e30f185819d0,0320e66b-e25d-40e6-8ae9-019159905fb8,notification_clicked,2023-05-04
ce0cb8f7-74b3-4e9f-a791-7f52a059021a,3df18741-f631-41d1-8ac9-7e703f04ec40,reward_earned,2023-12-31
2defacaa-453a-4145-97bf-914ee8345263,97c71ce6-e7b7-44bd-a659-bcb08ed6bbea,reward_earned,2023-12-04
bf1c513b-7de2-4a0e-be53-33d7f4410436,caee8f00-7258-455c-9db0-d377b97c08b0,reward_earned,2023-03-05
d3db8ed4-06f7-4e39-8bfe-697881fd66ec,7e418a5b-788b-4fee-a0ef-5e259e53fc41,milestone_hit,2023-10-11
b7061084-7906-4e65-bee5-49c1192622fe,0a54cf33-3cca-45e4-863b-ed33273252ce,notification_clicked,2023-12-13
8838998c-11f2-4cbb-b5b5-d8712e785408,1f4cd50a-64ce-406d-942b-1efaad56be2a,notification_clicked,2023-12-19
e8238a31-6560-4cbe-b182-497f478c40f2,40db4728-4625-4f86-88cf-fe6f2c6fbf9a,milestone_hit,2023-03-23
3479a291-6893-4d3c-9e9f-64cead95c6cf,9e9ced3f-5e5e-4aa8-841d-4adf7d377a21,streak_lost,2023-01-17
4e2038fc-78e6-421a-83e5-cddf045c470e,8649ec5b-0f92-4baa-9efe-b8909e2c716e,challenge_joined,2023-08-08
09e0d0a3-12d9-4d6f-af14-fadc8590027f,ae5b00ab-0a2a-49d0-bb89-329b529095cb,streak_lost,2023-06-15
8a7c167c-59d8-40f3-8e50-30fd7eb434df,ef653418-c37c-411c-bc32-063a47c1b2a5,milestone_hit,2023-05-10
b0cd0d5a-5d26-4bd7-a8cf-b75afef58a37,495fe45a-a90f-42c4-9cb6-00faa97b34d0,streak_lost,2023-03-15
8c794645-319d-444b-84e1-e6a7533589d1,f58ff40b-b89a-4594-982b-5262419c4df6,milestone_hit,2023-01-30
1af6b463-c006-44cc-9891-4edb9f7366ce,a813d1f3-e67f-4b00-aa0b-1800c1805cac,reward_earned,2023-09-30
1771518d-5485-48b5-b114-0ef46b9765ea,2177a083-d109-43d0-bef9-73159512d638,milestone_hit,2023-11-08
47ad3e8e-e724-434e-bb6f-98837bb2d6ac,0ffd2b34-38f8-48da-9e29-dc42487bf754,reward_earned,2023-06-22
d1cfa5cd-c861-4a7c-8985-8e431ba917be,3e72120b-0d74-479d-98f7-a7087c4d1098,challenge_joined,2023-09-23
7ebdd21c-40e5-41bd-88b4-4941e1aae478,871dfa27-ad5d-479b-9827-eaddc71b4aee,challenge_joined,2023-08-16
0b9c3574-b42d-4851-a194-1500b9dff2b2,a53767a5-6085-4af1-a8ce-28887a04522b,notification_clicked,2023-05-01
bdc1f9c0-f29c-4868-aa48-11032e90e295,640df2a0-cda6-450f-b2a2-da761c8852d3,streak_lost,2023-01-23
f83be8ea-7e52-4f5a-83c6-3f7f8ee8097b,6555d805-cb5c-489f-9c9b-f29701ecd207,milestone_hit,2023-02-04
