user_id,signup_date,gender,region,subscription_type
87f9f79c-7e01-4a50-acea-046887b12d7d,2024-03-31,M,LATAM,free
e86e5d02-4304-467a-b0d5-5111bdde36ec,2023-09-20,M,APAC,premium
381f4ce3-9bbc-418d-978d-d88978210b7e,2024-07-31,F,APAC,free
90647664-a1ed-4fb8-96fe-2ad8cda8b142,2025-04-16,F,LATAM,free
387f58f3-2c3c-4275-9533-6127a353b476,2024-08-06,M,,free
3d3188cc-7dbf-4c82-98d7-7e22886fe333,2024-07-31,,EU,premium
ba352965-232e-4528-9631-6d2fdde2882c,2024-11-10,,EU,free
12f4fcb8-af89-4093-8922-9acbf0d19718,2023-12-03,M,EU,premium
4e6a83d2-44ca-4e54-bc89-bd14160786f4,2024-09-14,,EU,free
f7fb8a2d-dec2-41ca-b5d5-a70e35e4227d,2023-10-27,M,LATAM,free
dc5442a5-17f3-4770-b53d-9ec881c247de,2023-09-14,,EU,premium
844f3127-4ec7-49af-8ffd-dbab19339d16,2024-03-10,F,,free
5e510cf7-1d28-4ce9-882c-31fdebc18c68,2025-04-13,F,APAC,free
971d28e9-448e-48a8-8b54-fb6a63254961,2023-11-14,M,,free
3f4d94b5-f523-4aac-ad2e-ee938cea769b,2025-03-31,F,,free
7e418a5b-788b-4fee-a0ef-5e259e53fc41,2023-07-31,M,,premium
14fb5b7c-b9a0-49b7-9e0b-7156f9afbf3f,2024-05-30,,,premium
34636144-3f06-4844-b9b0-b18a5c518c8c,2023-11-30,M,,free
9b1655f5-7940-4575-9e3b-3eef45984343,2024-04-17,F,,free
36b9f426-cd95-423e-adf4-f7543a2056b5,2024-01-10,M,EU,free
aafb1d6f-6e3c-4516-8398-caac5fe6faac,2023-08-31,F,LATAM,free
310292bc-dee9-4f2c-98f0-fd37ab86648d,2024-02-20,F,APAC,free
59b78520-6b46-43c4-b97b-95583420bd98,2025-02-27,O,EU,free
aa1cef49-aabd-4acb-8a41-53e889d36459,2023-07-07,M,,free
9c09ec8a-7dca-460b-9819-ec384157cfbf,2024-09-13,F,,free
77516e6f-0b9e-4136-9fc7-faf302e1a785,2025-03-23,M,,free
0c6e0c22-616a-4394-93fd-62c4cbde312b,2024-08-20,M,,premium
786cebe6-4811-4b6e-8ccb-1513680a0cee,2023-08-20,M,,premium
b2dabbc4-e869-4b67-b3af-c9321bea8d9d,2025-03-05,M,APAC,free
410a80e2-243e-4a09-ae74-f70d08902c96,2025-02-08,M,EU,free
42f844b1-e1be-4903-ab01-21c1c4c70758,2024-05-19,M,EU,premium
58e1128f-52e9-4589-a6cb-f6554f54cd6e,2023-07-29,F,EU,premium
e642286d-e2e1-4725-9542-121eb797f81e,2024-04-18,,,free
a9353202-e1b6-47f8-825b-23a165142e2d,2024-11-21,F,EU,premium
0aa14cd6-822f-4645-9b02-e3fee46c98a0,2023-10-02,M,EU,premium
1c9ff899-ee36-4eaf-9876-36ea16e0e3a7,2024-12-05,O,APAC,free
2603cff5-42a9-4049-8912-6a93017ed1fc,2024-05-12,F,APAC,free
e7186632-cf8f-4ac4-966b-d851981337ce,2025-04-03,O,,free
49ba4bf0-e5ff-4f1e-8678-f3f2586021e0,2024-03-07,F,,premium
4d45c68b-4608-4ae3-a470-90a961436094,2024-07-01,M,EU,free
6f75c240-61ea-43ee-a712-c86aa5f51339,2025-05-31,M,EU,premium
f50716ff-cc38-40fb-9944-ad7c77c2aef2,2025-04-17,F,LATAM,free
5e1a2a99-9184-41af-93df-6b74a1fee9a5,2023-10-22,M,,free
53a83c49-ac56-4ae6-b841-35796efeee89,2024-12-09,M,,free
5414bc5a-4cce-4b69-945f-0de9c2c859a6,2024-10-19,,EU,free
644341c3-0742-48a4-a003-1635f683f29b,2024-05-03,F,,free
f6ce313e-c8c9-4333-a7aa-7e7c51ee7c11,2023-10-01,M,,free
b27bb860-0b05-4117-b92b-c6875a4e9c9f,2024-01-11,O,EU,premium
c93eb4de-8340-43a4-8321-498f5e4a4682,2024-05-28,O,EU,free
f6ce16b7-7108-490c-a8c2-4119f35b569d,2023-10-06,M,LATAM,premium
59782bec-cd1a-4237-a592-69f3f89d3e34,2024-02-14,F,EU,premium
1a39cd21-7faa-4eb4-82fa-6791a5efc055,2024-12-05,F,LATAM,free
4481dab0-2f84-4d53-ac1f-f29d895990e2,2024-12-06,,EU,free
90ee72ac-f154-4adb-914c-85081455b0c0,2024-07-13,F,,free
80f5e8b7-b66d-4a11-9602-b3c4d2a32ef3,2025-06-09,,,free
c746b1eb-a83b-4943-9c9e-81c5dcf0487d,2024-08-31,O,,free
b7fee7c7-8a00-4e94-a73c-2336dbaab758,2024-09-20,M,,free
fab338f6-48ee-4fdd-9828-e5b505c5d30a,2023-06-28,M,EU,free
77614c49-a355-44c2-9b9d-eb114d977182,2025-03-02,M,,free
3099c27b-07c9-4c64-8f15-30832279b435,2025-06-01,M,EU,premium
00984e22-d0ed-4dcd-831d-fef1e294fb6f,2025-05-24,O,LATAM,free
50510784-19f5-4af2-967c-80d30f32845c,2024-09-06,M,EU,premium
d73d07aa-c145-438d-a6f0-90dd886d358e,2024-12-29,F,APAC,premium
73238590-4903-4cd2-a0ef-171b4b4526d4,2025-03-22,M,EU,free
e094d583-94fa-4ff6-83f3-06b762c3126f,2024-12-21,O,,premium
9aabb896-f324-4038-89fc-f1e6e6abf439,2024-08-26,O,,free
efa38744-acf3-4b11-87be-3e1823fe3d9b,2023-11-02,M,APAC,free
9e2973d8-314c-4131-a0ac-c0c99590b771,2024-10-06,F,EU,free
5f2579a0-b89d-444f-adc0-454234cc2af2,2025-03-31,M,,free
1137b411-3648-494e-9421-e9a0973da577,2023-09-02,,EU,premium
686ca7ab-d8a5-4d31-b54b-3bb013ba24be,2024-11-02,O,EU,free
8ff122ae-92bb-4f03-a891-3c0a955844d3,2023-08-12,F,,free
64096de2-70a5-41f6-8fad-b8b06b3c0084,2025-05-16,F,LATAM,free
7e33eaf2-7b7d-4dca-89ec-efbb150e3cb6,2024-11-06,O,,free
7d842174-06d0-4869-88c9-4abc14a53856,2024-11-12,M,APAC,free
c645a7a6-89ca-4ae4-903b-297ae4da0a07,2023-08-15,M,EU,premium
32dc7494-a765-42fe-aa52-b75b6a220991,2025-04-18,O,,free
b47298df-8e74-433e-b262-52445ee60fd9,2024-09-19,,EU,free
50b0db1b-cc34-48e6-9c48-d98defef4e8b,2024-11-12,M,,free
ea689765-426e-417f-8b2a-6f6ff3f6a33f,2024-11-01,O,APAC,premium
9791a2cf-a2cf-4e44-86fd-72dce3a8bd9a,2025-04-14,,EU,free
71ad118f-c689-400a-9840-0fa10dd0bffa,2025-02-13,F,,free
425d2143-e355-49fc-8b94-dea7a366620e,2024-07-19,F,APAC,free
bdf23101-43a1-42fd-98ac-d015dfaf32e5,2023-10-25,M,EU,free
cb74ba64-9db5-4451-a828-6278ddf91dde,2023-09-03,F,LATAM,premium
e9aac604-5c4c-41c8-90f6-8caaeef660c0,2023-11-29,M,EU,free
5acbb0b1-8632-4a48-a00f-3b8a22cefea7,2023-11-15,F,EU,free
ca1076c6-fd08-45dc-88f7-c3495e2cc23a,2024-08-09,F,,premium
898be0f7-2550-47a9-acf1-25c6ef7a6433,2023-07-14,O,,free
db7e06d9-68ed-4b91-9505-4dd890bf762f,2024-06-11,M,EU,free
966d7d34-d952-45ca-a316-809f6d1cf54f,2024-08-10,F,,free
28d597ef-2567-4ca8-8929-e640b533de5d,2024-08-14,,EU,free
b37fc242-c895-4342-a9d0-8e05f72a8237,2025-06-17,M,APAC,free
e61d67bf-d14c-46bd-9154-3031696eeecb,2025-04-27,M,EU,free
9565e24a-6d6f-437c-ad60-f8c2db838c4d,2025-04-10,F,,premium
9ac73fb7-6334-448b-ab8e-f3d3a7afbe6b,2024-10-16,M,EU,free
ae9ea268-a2f9-43d5-812a-46231fe25510,2023-12-24,M,EU,free
150fdce0-8fc4-4191-bb8d-01f583b6ecc6,2024-06-15,M,LATAM,free
d65fa0a1-3385-4822-a88f-de372820e5d0,2024-04-22,O,APAC,free
d8d57a2e-0df2-41e3-b359-027db4d23160,2024-11-18,M,,free
1bda2da3-1342-4457-ad01-8cc2644056b7,2025-06-16,F,APAC,free
e10b1f86-2556-4d12-bc3a-dd0d40b25b82,2024-03-12,,,free
40287af3-744b-4588-bd2a-bd11fba4d558,2025-05-16,F,,free
4c29f06f-a0b3-4c63-b9a5-6dd2d0eff4ad,2025-05-06,,APAC,free
86639bc3-a9e5-4345-9097-b1d0cb433fda,2025-01-22,,EU,free
e37ddaa2-80c5-451f-8fdd-1972a58d9597,2024-05-01,F,,free
11d01ddf-d172-41b9-82c3-e708b52eeaae,2025-03-14,,,free
1d8a1919-7039-4d36-b635-cfefe9bb18d0,2025-03-24,O,,free
0ab41e0d-a7cd-4c63-856b-6e1551356b97,2025-03-28,M,,premium
259fb372-f649-4a82-8ae1-0672b79907b6,2024-09-15,M,LATAM,free
04528a6f-1c13-4d99-9b72-915e29116454,2024-02-12,M,EU,free
f7b6872a-f490-4797-8c06-8f4449d4080b,2024-05-10,M,APAC,free
d96df6cb-376a-4da4-86f3-abe3121af7dc,2024-04-30,M,EU,premium
4b8e9dba-a08b-4e81-9df1-03886c9a849e,2025-04-18,F,EU,free
13357d6b-9297-4c41-8ee6-1e4997ce6ec5,2024-01-29,F,,premium
970d86f1-5e95-489c-befe-84b6c7541542,2025-01-24,M,EU,premium
1470a24d-c05f-4a9f-a743-ce43b18f2a99,2024-08-26,F,APAC,free
1d5b89c0-3171-400e-810f-0b529d8053f2,2025-01-02,M,EU,free
e5c047af-ce49-4577-b46c-dde15602a959,2024-10-27,M,EU,premium
3d9164fb-1f39-41d9-8fe6-e396ad74a56b,2025-05-09,,,free
d19f5804-0859-4a8e-be65-a8ab6fed4ce6,2024-07-12,M,,free
e208f347-6617-4da4-a586-1598a81897fd,2024-07-06,M,,premium
06ef57eb-09ad-4892-bd85-4bb3dc071146,2024-11-08,,APAC,free
dfbbdae5-7e7b-4a43-961f-bc79d7fa46c7,2024-11-10,F,LATAM,premium
1abca4cb-c627-4b08-8266-75b6dbf23e37,2024-09-23,,,premium
5191aa41-042b-4254-8f88-43809f9994b8,2024-02-13,M,EU,free
8c180931-a160-494d-86e5-49532c8ade63,2024-02-19,F,APAC,free
a8729ddb-d43b-45a8-9bc3-5874b3672a20,2023-09-23,F,EU,free
8b4de719-63e8-4e70-b9cf-b0a6be26f485,2023-12-04,F,,free
ccb9e9b9-f13b-422e-a43c-98386e029924,2025-02-21,F,,free
0251f32a-a30d-4a22-bbdd-562731536156,2023-08-31,,,free
ad92f724-55f9-4a0b-b8fd-47cf477b29a4,2024-11-22,M,EU,free
e90554a2-87ac-42e6-ac64-62fa16d6be28,2024-06-30,M,APAC,free
d3a4e62e-cd13-44e9-8833-3fa9c5fbf49c,2023-11-22,M,,premium
43608dc1-6b10-476e-9ca6-b7a7ab00964f,2024-07-02,,,free
edba4e45-a55d-40ac-bfd8-f1efbad9f433,2024-11-17,M,LATAM,premium
d6aa2202-98ec-4511-b674-503e95683d84,2024-04-24,O,APAC,premium
bb525e8d-a33b-4c53-91ad-800807738066,2025-03-28,F,,free
1b8b9a9b-e1b1-400d-b970-25ab8110b126,2023-12-29,F,LATAM,free
32bb8977-0fdb-4902-a715-28e7084c2c56,2024-01-31,,LATAM,free
4ee8768b-5b18-4fad-b13f-442ba1f0ae8a,2025-06-05,F,EU,free
ed7dab18-5ceb-4631-8bc9-e0d0ed66e4ba,2025-03-03,F,LATAM,premium
abe2b6d2-bce9-4ef1-9b14-73d380554db1,2024-01-16,F,,premium
27f499f9-afc7-4fe5-997a-74a4192e91e8,2024-09-01,F,APAC,premium
bfb1b686-4662-412d-b525-3fae5c62397e,2025-05-31,O,EU,free
08b1875f-7c14-40fe-83aa-9c32d44888d9,2023-09-02,,,free
b94cb908-4614-4093-95e7-7902f27b68ab,2024-09-22,O,,free
bffb61da-d63d-4d6d-95ba-2855e43b2cc3,2024-06-05,F,EU,premium
193004cc-9209-408f-8731-49ca8ca894c2,2023-09-11,O,,free
211474fd-ef4d-4d38-9206-7096eb125be3,2024-12-03,F,EU,free
17edc257-83ba-4566-a2bb-fe203019af0c,2023-07-05,M,,free
ecaca6a8-d1c2-42f4-9f0f-ec36432d9b7f,2024-03-22,,,free
6a42aee5-2db5-4326-8c94-73dee252440d,2023-08-02,,LATAM,free
c649890b-83af-45f0-a42b-2418afe3cc3f,2024-09-17,M,,premium
0dd3572d-214c-4b9d-802e-9769cf3484f0,2024-02-23,F,,free
721d841b-c066-4bce-ae0c-8e810728f8f3,2024-08-22,,LATAM,free
674e1b69-f0eb-4a54-bdfc-4cc9a722cd36,2024-04-15,O,,premium
9540fd79-6334-4b77-aa7f-90b0d30955fb,2023-08-05,,LATAM,premium
caf78ff6-82b6-4822-a394-ed0bb4e4d8de,2023-11-12,F,EU,premium
141d02a7-1c36-42e1-accd-4fca2d960c5c,2025-04-01,M,LATAM,premium
27c62993-1fd6-4313-ae1f-a9c38862c635,2023-12-20,F,,free
e9079417-1ab3-4cda-be1f-4b51ea1989cb,2024-01-28,M,EU,free
8b4256ec-91d2-40b2-9acc-ad6518e2151b,2024-02-17,M,,free
ae3d0e02-7a2c-4a90-a633-2a40a536cf9b,2023-07-20,F,EU,premium
e9795c6a-dbb2-4c94-b99d-ebb108bccd63,2024-07-07,O,,free
144d2dd7-8caa-496c-98f5-39a24f20fe28,2024-12-22,F,LATAM,free
02347b00-80c1-4d5f-97ab-29dae11317dd,2024-05-11,F,EU,premium
87868c46-5000-4525-bb29-851bcf87bd7c,2024-09-17,F,EU,free
e0ac73db-9673-4b68-9037-e9056a8a7d42,2024-10-21,,EU,free
